"tractNum","SB535_DAC","SB535adjacent","AB1550_LowInc","HPI_DAC"
6001400600,"No","No","No","No"
6037310800,"Yes","No","No","No"
6037311700,"No","No","No","No"
6037311802,"Yes","No","Yes","No"
6037320000,"Yes","No","No",NA
6001442000,"No","No","No","No"
6001426100,"No","No","No","No"
6001400100,"No","No","No","No"
6001433700,"No","No","Yes","No"
6001437500,"No","No","Yes","No"
6001441100,"No","No","No","No"
6001451503,"No","No","No","No"
6001408100,"No","No","No","No"
6001450742,"No","No","No","No"
6001404502,"No","No","No","No"
6001440301,"Yes","No","No","No"
6001406800,"No","No","No","No"
6001430500,"No","No","Yes","No"
6001422000,"Yes","No","No","No"
6001442200,"No","No","No","No"
6001436402,"No","No","No","No"
6001431100,"No","No","Yes","No"
6075980501,"No","No","Yes",NA
6085510400,"No","No","No","No"
6085510700,"No","No","No","No"
6001421200,"No","No","No","No"
6001422800,"No","No","Yes",NA
6001405000,"No","No","No","No"
6017030804,"No","No","No","No"
6017030901,"No","No","No","No"
6017031000,"No","No","Yes","No"
6017031200,"No","No","No","No"
6017031301,"No","No","No","No"
6017031402,"No","No","No","No"
6027000800,"No","No","Yes","No"
6017031502,"No","No","Yes","No"
6111005502,"No","No","Yes","No"
6111005503,"No","No","No","No"
6111005504,"No","No","No","No"
6111005700,"No","No","No","No"
6079010902,"No","No","Yes","No"
6079011101,"No","No","Yes","No"
6079011102,"No","No","No","No"
6079011103,"No","No","Yes","No"
6079010701,"No","No","No","No"
6001400700,"No","No","Yes","No"
6001400800,"No","No","Yes","No"
6001451602,"No","No","No","No"
6001400200,"No","No","No","No"
6017031504,"No","No","Yes","No"
6017030701,"No","No","No","No"
6017030803,"No","No","No","No"
6111005901,"No","No","No","No"
6085509105,"No","No","No","No"
6085509106,"No","No","No","No"
6085509108,"No","No","No","No"
6073014002,"No","No","No","No"
6073014101,"No","No","No","No"
6073014102,"No","No","Yes","No"
6073014200,"No","No","No","No"
6073014601,"No","No","Yes","No"
6073015704,"No","No","Yes","No"
6073019501,"No","No","Yes","Yes"
6001435200,"No","No","No","No"
6001410300,"No","No","Yes","Yes"
6001409900,"No","No","No","No"
6073001600,"No","No","Yes","No"
6073001700,"No","No","Yes","No"
6085510801,"No","No","No","No"
6085510802,"No","No","No","No"
6085510803,"No","No","No","No"
6085510900,"No","No","No","No"
6085511000,"No","No","No","No"
6073019502,"No","No","Yes","Yes"
6073019804,"No","No","No","No"
6073019805,"No","No","Yes","Yes"
6001421300,"No","No","No","No"
6001450741,"No","No","No","No"
6017030504,"No","No","No","No"
6017030505,"No","No","No","No"
6017030709,"No","No","No","No"
6017030807,"No","No","No","No"
6017031800,"No","No","No","No"
6085511100,"No","No","No","No"
6085511400,"No","No","No","No"
6085512024,"No","No","No","No"
6085512025,"No","No","No","No"
6085512026,"No","No","Yes","No"
6001406000,"Yes","No","Yes","No"
6001423902,"No","No","No","No"
6001443200,"No","No","No","No"
6001404200,"No","No","No","No"
6085509109,"No","No","No","No"
6085509201,"No","No","No","No"
6001400300,"No","No","No","No"
6085512027,"No","No","Yes","No"
6001427900,"No","No","No","No"
6001421500,"No","No","No","No"
6001407500,"No","No","Yes","Yes"
6001451401,"No","No","No","No"
6001443103,"No","No","No","No"
6001430600,"No","No","No","No"
6001451300,"No","No","No","No"
6001421600,"No","No","No","No"
6001408300,"No","No","No","No"
6001450607,"No","No","No","No"
6085513500,"No","No","No",NA
6001401800,"Yes","No","Yes","Yes"
6085509202,"No","No","No","No"
6085509302,"No","No","No","No"
6041101200,"No","No","Yes","No"
6041117000,"No","No","No","No"
6041110100,"No","No","No","No"
6041133000,"No","No","Yes","No"
6041114100,"No","No","No","No"
6041120000,"No","No","No","No"
6041124200,"No","No","No","No"
6041114200,"No","No","No","No"
6041108100,"No","No","No","No"
6041128100,"No","No","No","No"
6041121200,"No","No","No","No"
6041126200,"No","No","No","No"
6041110200,"No","No","No","No"
6041104101,"No","No","No","No"
6041113000,"No","No","No","No"
6001400400,"No","No","No","No"
6073021302,"No","No","No","Yes"
6073009504,"No","No","No","No"
6073020307,"No","No","Yes","No"
6073019207,"No","No","Yes","No"
6073019205,"No","No","Yes","No"
6073008335,"No","No","No","No"
6073017041,"No","No","No","No"
6073017810,"No","No","No","No"
6073020903,"No","No","Yes","Yes"
6073014300,"No","No","Yes","No"
6073014500,"No","No","Yes","No"
6073014700,"No","No","No","No"
6073014804,"No","No","Yes","No"
6073010800,"No","No","No","No"
6073020306,"No","No","No","No"
6073008902,"No","No","No","No"
6073007100,"No","No","No","No"
6073006802,"No","No","No","No"
6073020023,"No","No","Yes","No"
6037533403,"Yes","No","Yes","Yes"
6023011000,"No","No","Yes","No"
6023010700,"No","No","No","No"
6001401000,"Yes","No","Yes","No"
6085509303,"No","No","Yes","No"
6073018803,"No","No","No","No"
6073016802,"No","No","No","No"
6073013701,"No","No","No","No"
6073017032,"No","No","No","No"
6073020904,"No","No","No","No"
6073016806,"No","No","Yes","No"
6073019602,"No","No","Yes","No"
6073019203,"No","No","No","No"
6073021204,"No","No","No","No"
6073003207,"No","No","No","No"
6073019107,"No","No","Yes","No"
6073018513,"No","No","No","No"
6073008347,"No","No","No","No"
6073005000,"Yes","No","Yes","Yes"
6073014803,"No","No","Yes","No"
6073003003,"No","No","Yes","No"
6073015802,"No","No","Yes","Yes"
6073013702,"No","No","Yes","No"
6073017106,"No","No","No","No"
6073016902,"No","No","No","No"
6073020016,"No","No","No","No"
6073017010,"No","No","No","No"
6073016811,"No","No","No","No"
6073008313,"No","No","No","No"
6073018700,"No","No","Yes","Yes"
6073019701,"No","No","Yes","No"
6073020708,"No","No","No","No"
6073020405,"No","No","No","No"
6085512029,"No","No","No","No"
6001423601,"No","No","No","No"
6001435102,"No","No","No","No"
6001431200,"No","No","Yes","No"
6001440332,"No","No","No","No"
6001404400,"No","No","No","No"
6001404600,"No","No","No","No"
6001406700,"No","No","No","No"
6001436500,"No","No","Yes","No"
6001430800,"No","No","No","No"
6073006801,"No","No","No","No"
6073009802,"No","No","No","No"
6073020013,"No","No","No","No"
6073018801,"No","No","No","No"
6073013906,"No","No","Yes","Yes"
6073002301,"No","No","Yes","Yes"
6073002302,"No","No","Yes","Yes"
6073002501,"Yes","No","Yes","Yes"
6085512030,"No","No","No","No"
6073002705,"No","No","Yes","No"
6073002707,"No","No","Yes","Yes"
6073002708,"No","No","Yes","Yes"
6073002709,"No","No","Yes","Yes"
6037300502,"No","No","No","No"
6037300600,"No","No","Yes","No"
6073003114,"No","No","No","No"
6073003115,"No","No","Yes","Yes"
6085512034,"No","No","No","No"
6085509304,"No","No","No","No"
6001401200,"No","No","No","No"
6037134305,"Yes","No","Yes","Yes"
6037103200,"No","No","Yes","No"
6037920020,"No","No","No","No"
6037910706,"No","No","Yes","No"
6037910206,"No","No","No","No"
6037910601,"No","No","Yes","Yes"
6037910804,"No","No","No","No"
6037575102,"Yes","No","Yes","Yes"
6037543201,"Yes","No","Yes","Yes"
6037553602,"Yes","No","Yes","No"
6073001800,"No","No","Yes","No"
6085511702,"No","No","No","No"
6085511905,"No","No","No","No"
6085512505,"No","No","No","No"
6041112100,"No","No","Yes","No"
6041103100,"No","No","No","No"
6041104300,"No","No","No","No"
6041107000,"No","No","No","No"
6041118100,"No","No","No","No"
6041127000,"No","No","No","No"
6041116000,"No","No","No","No"
6041124100,"No","No","No","No"
6041132200,"No","No","Yes","No"
6041104102,"No","No","Yes","No"
6041104200,"No","No","No","No"
6041108200,"No","No","Yes","No"
6001402900,"No","No","Yes",NA
6037620001,"No","No","No","No"
6037535604,"Yes","No","Yes","Yes"
6037532900,"Yes","No","Yes","Yes"
6037433503,"Yes","No","Yes","Yes"
6037400501,"No","No","No","No"
6037401303,"No","No","No","No"
6037401304,"No","No","No","No"
6037576302,"Yes","No","Yes","Yes"
6037460401,"No","No","No",NA
6037910002,"No","No","Yes","No"
6073001900,"No","No","No","No"
6073002001,"No","No","No","No"
6073009509,"No","No","No","No"
6073010012,"No","No","Yes","Yes"
6073011902,"No","No","Yes","No"
6073012401,"No","No","Yes","Yes"
6073013606,"No","No","No","No"
6073013903,"No","No","No","No"
6073014400,"No","No","Yes","No"
6073015200,"No","No","No","No"
6073015301,"No","No","Yes","No"
6073015405,"No","No","No","No"
6073016605,"No","No","No","No"
6073016809,"No","No","No","No"
6073016901,"No","No","No","No"
6073017019,"No","No","No","No"
6073017029,"No","No","No","No"
6073017042,"No","No","No","No"
6073017044,"No","No","No","No"
6073017046,"No","No","No","No"
6073017049,"No","No","No","No"
6073008310,"No","No","No","No"
6041122000,"No","No","No",NA
6041123000,"No","No","No","No"
6041125000,"No","No","No","No"
6041115000,"No","No","No","No"
6001441924,"No","No","No","No"
6085512506,"No","No","Yes","No"
6041103200,"No","No","Yes","No"
6041101100,"No","No","No","No"
6041119100,"No","No","No","No"
6041105000,"No","No","Yes","No"
6073015000,"No","No","No","No"
6001440100,"No","No","No","No"
6001451601,"No","No","No","No"
6041121100,"No","No","No","No"
6041126100,"No","No","No","No"
6041128200,"No","No","No","No"
6073015100,"No","No","No","No"
6073016608,"No","No","No","No"
6085509401,"No","No","No","No"
6085509403,"No","No","No","No"
6085509404,"No","No","No","No"
6085509500,"No","No","No","No"
6085512005,"No","No","No","No"
6073020021,"No","No","Yes","No"
6073020024,"No","No","Yes","No"
6073020025,"No","No","Yes","No"
6073020106,"No","No","No","No"
6073020103,"No","No","No","No"
6073009103,"No","No","No","No"
6073008328,"No","No","No","No"
6073006500,"No","No","Yes","No"
6073008305,"No","No","Yes",NA
6073003204,"No","No","No","No"
6073016609,"No","No","No","No"
6073020108,"No","No","Yes","Yes"
6073020109,"No","No","No","No"
6073020202,"No","No","Yes","Yes"
6073020206,"No","No","Yes","Yes"
6073020207,"No","No","Yes","Yes"
6073013504,"No","No","No","No"
6073016701,"No","No","No","No"
6073021100,"No","No","Yes","Yes"
6073013605,"No","No","No","No"
6073020015,"No","No","No","No"
6073009706,"No","No","No","No"
6073015406,"No","No","No","No"
6073016702,"No","No","Yes","No"
6073019702,"No","No","Yes","No"
6073019601,"No","No","Yes","No"
6073017047,"No","No","No","No"
6073017015,"No","No","No","No"
6073009704,"No","No","No","No"
6073015501,"No","No","No","No"
6073019303,"No","No","No","No"
6073019208,"No","No","No","No"
6073020807,"No","No","No","No"
6073003401,"No","No","Yes","No"
6073018507,"No","No","Yes","No"
6073021303,"No","No","No","No"
6073017033,"No","No","No","No"
6073020305,"No","No","No","No"
6073018611,"No","No","No","No"
6073020902,"No","No","No","No"
6073020710,"No","No","No","No"
6073009502,"No","No","No","No"
6073002601,"No","No","Yes","Yes"
6085512508,"No","No","Yes","No"
6073002602,"No","No","Yes","Yes"
6073002702,"No","No","Yes","No"
6073002710,"No","No","Yes","Yes"
6073002801,"No","No","Yes","No"
6085509600,"No","No","No","No"
6085509700,"No","No","No","No"
6085509802,"No","No","No","No"
6037143902,"No","No","No","No"
6037141700,"No","No","No","No"
6037311500,"No","No","No","No"
6037123420,"Yes","No","Yes","Yes"
6037134101,"No","No","No","No"
6073002905,"No","No","Yes","No"
6073003201,"No","No","Yes","Yes"
6073003202,"No","No","Yes","No"
6065042622,"No","No","No","No"
6065042724,"No","No","No","No"
6073008333,"No","No","No","No"
6065042728,"No","No","Yes","Yes"
6085509901,"No","No","No","No"
6045010100,"No","No","Yes","Yes"
6073020019,"No","No","Yes","No"
6073010005,"No","No","Yes","Yes"
6073015602,"No","No","No","No"
6073019103,"No","No","No","No"
6073013801,"No","No","No","No"
6073008346,"No","No","No","No"
6073019106,"No","No","No","No"
6073020105,"No","No","Yes","No"
6073016807,"No","No","No","No"
6073018904,"No","No","Yes","Yes"
6073009400,"No","No","Yes",NA
6073008324,"No","No","No","No"
6073008312,"No","No","No","No"
6073017403,"No","No","No","No"
6073016616,"No","No","Yes","No"
6073008311,"No","No","No","No"
6073017604,"No","No","No","No"
6073002002,"No","No","No","No"
6073002100,"No","No","Yes","No"
6115041100,"No","No","Yes","No"
6115040100,"Yes","No","Yes","Yes"
6115041000,"No","No","No","No"
6115040800,"No","No","No","No"
6115040200,"No","No","Yes","No"
6115040700,"No","No","No","No"
6115040902,"No","No","Yes","Yes"
6115040901,"No","No","No","Yes"
6115040400,"Yes","No","Yes","Yes"
6065041804,"No","No","No","No"
6065041805,"No","No","No","No"
6065041807,"No","No","No","No"
6065041808,"No","No","No","No"
6073002201,"No","No","Yes","Yes"
6073002202,"No","No","Yes","Yes"
6037301000,"No","No","Yes","No"
6073018511,"No","No","Yes","No"
6073018516,"No","No","Yes","No"
6073018802,"No","No","No","No"
6073018903,"No","No","Yes","No"
6073018905,"No","No","Yes","No"
6073018906,"No","No","Yes","No"
6073019105,"No","No","No","No"
6073019301,"No","No","No","No"
6073019403,"No","No","Yes","No"
6073019902,"No","No","Yes","No"
6073019904,"No","No","No","No"
6073019905,"No","No","No","No"
6073020107,"No","No","No","No"
6073020401,"No","No","No","No"
6073020404,"No","No","No","No"
6073020705,"No","No","No","No"
6073020709,"No","No","No","No"
6073020805,"No","No","Yes","No"
6073020806,"No","No","Yes","No"
6073020809,"No","No","Yes","No"
6041129000,"No","No","Yes","No"
6041132100,"No","No","No","No"
6041102100,"No","No","No","No"
6041106002,"No","No","Yes","No"
6041111000,"No","No","Yes","No"
6071000821,"Yes","No","Yes","No"
6037620301,"No","No","No","No"
6037540502,"Yes","No","Yes","Yes"
6037242600,"Yes","No","Yes","Yes"
6073000100,"No","No","No","No"
6073016610,"No","No","No","No"
6073016612,"No","No","No","No"
6073016613,"No","No","No","No"
6073016614,"No","No","No","No"
6073016615,"No","No","No","No"
6073017020,"No","No","No","No"
6073017030,"No","No","No","No"
6085508602,"No","No","No","No"
6073003107,"No","No","Yes","No"
6073003108,"No","No","Yes","No"
6073017809,"No","No","No","No"
6073018514,"No","No","No","No"
6073018612,"No","No","No","No"
6073019503,"No","No","Yes","Yes"
6073019806,"No","No","No","No"
6073020208,"No","No","Yes","No"
6073020209,"No","No","Yes","Yes"
6073020210,"No","No","Yes","No"
6073020211,"No","No","Yes","Yes"
6085509902,"No","No","No","No"
6073017306,"No","No","No","No"
6073008350,"No","No","No","No"
6065044804,"No","No","Yes","Yes"
6073002803,"No","No","Yes","No"
6073002804,"No","No","No","No"
6073003001,"No","No","Yes","No"
6073003004,"No","No","Yes","Yes"
6073003101,"No","No","Yes","No"
6037270100,"Yes","No","Yes","No"
6037401201,"No","No","No","No"
6037401202,"No","No","No","No"
6037401203,"No","No","No","No"
6037401311,"No","No","No","No"
6037401312,"No","No","No","No"
6037403401,"No","No","No","No"
6059021824,"No","No","No","No"
6059021829,"No","No","No","No"
6079011200,"No","No","Yes","No"
6079011300,"No","No","No","No"
6079011400,"No","No","No",NA
6073016617,"No","No","Yes","No"
6073016804,"No","No","Yes","No"
6073016810,"No","No","No","No"
6073017006,"No","No","No","No"
6073020601,"No","No","Yes","Yes"
6073020602,"No","No","Yes","No"
6037408800,"Yes","No","Yes","Yes"
6073020707,"No","No","Yes","No"
6073008339,"No","No","Yes","No"
6073013410,"No","No","No","No"
6073013412,"No","No","No","No"
6073016402,"No","No","Yes","No"
6073020020,"No","No","No","No"
6073020022,"No","No","No","No"
6073020403,"No","No","No","No"
6073021304,"No","No","No","No"
6069000100,"No","No","No","No"
6069000200,"No","No","No","No"
6069000300,"No","No","Yes","No"
6037433601,"Yes","No","Yes","Yes"
6037433700,"Yes","No","Yes","Yes"
6037433801,"Yes","No","Yes","Yes"
6037433802,"Yes","No","Yes","No"
6037463101,"No","No","No","No"
6065045000,"No","No","Yes","Yes"
6079011901,"No","No","No","No"
6079011902,"No","No","No","No"
6079012000,"No","No","No","No"
6079012200,"No","No","Yes","No"
6019007500,"Yes","No","Yes","Yes"
6019008000,"No","No","No","No"
6073017009,"No","No","No","No"
6073017014,"No","No","Yes","No"
6073017018,"No","No","Yes","No"
6073017021,"No","No","No","No"
6069000400,"No","No","Yes","No"
6037401500,"No","No","Yes","No"
6037401601,"No","No","Yes","No"
6069000600,"No","No","No","No"
6037401602,"No","No","No","No"
6037401603,"No","No","Yes","No"
6037401701,"No","No","No","No"
6037401703,"No","No","Yes","No"
6037403402,"No","No","No","No"
6037403404,"No","No","No","No"
6037430002,"No","No","Yes","No"
6037430101,"Yes","No","Yes","Yes"
6037433902,"Yes","No","Yes","Yes"
6037434001,"Yes","No","Yes","Yes"
6037460000,"No","No","No","No"
6037460100,"No","No","No","No"
6037463102,"No","No","No","No"
6037463200,"No","No","No","No"
6037463300,"No","No","No","No"
6037463400,"No","No","No","No"
6037463500,"No","No","No","No"
6037463700,"No","No","No","No"
6079012402,"No","No","No","No"
6079012704,"No","No","No","No"
6063000502,"No","No","No","No"
6063000501,"No","No","Yes","No"
6101050701,"No","No","Yes","Yes"
6079012800,"No","No","No",NA
6079011800,"No","No","No","No"
6079012502,"No","No","No","No"
6101051000,"No","No","No","No"
6101051100,"No","No","No","No"
6101050601,"No","No","No","No"
6101050102,"No","No","Yes","Yes"
6101050900,"No","No","Yes","No"
6101050201,"No","No","Yes","Yes"
6101050603,"No","No","No","No"
6101050800,"No","No","No","No"
6073017031,"No","No","No","No"
6073017034,"No","No","No","No"
6073017035,"No","No","No","No"
6073017036,"No","No","No","No"
6073017037,"No","No","No","No"
6071001702,"Yes","No","No","No"
6037277100,"No","No","No","No"
6037277200,"Yes","No","Yes","No"
6059052525,"No","No","No","No"
6071003000,"Yes","No","Yes","Yes"
6037401800,"No","No","No","No"
6037401901,"No","No","Yes",NA
6037401902,"No","No","No","No"
6037403405,"No","No","No","No"
6037403406,"No","No","No","No"
6071004604,"Yes","No","Yes","Yes"
6071010804,"No","No","Yes","Yes"
6071009108,"No","No","No","No"
6071012001,"No","No","No","No"
6071010026,"No","No","Yes","Yes"
6071010417,"No","No","Yes","No"
6037430302,"No","No","No","No"
6101050202,"No","No","Yes","Yes"
6101050301,"No","No","No","No"
6037430400,"No","No","No","No"
6101050302,"Yes","No","Yes","Yes"
6101050501,"No","No","Yes","No"
6073017039,"No","No","No","No"
6073017040,"No","No","No","No"
6099000510,"Yes","No","No","No"
6099002504,"Yes","No","No","No"
6099002503,"Yes","No","Yes","Yes"
6099002006,"Yes","No","No","No"
6099002005,"Yes","No","Yes","Yes"
6099003805,"Yes","No","No","No"
6099004000,"Yes","No","No","No"
6037400206,"No","No","No","No"
6037400302,"No","No","No","No"
6113011206,"No","No","No","No"
6113010102,"Yes","No","Yes","Yes"
6113011102,"No","No","Yes","No"
6113010501,"No","No","Yes",NA
6113010505,"No","No","No","No"
6113011300,"No","No","No","No"
6113011500,"No","No","No","No"
6073017043,"No","No","No","No"
6025011202,"No","No","Yes","Yes"
6037291110,"Yes","No","Yes","Yes"
6037291130,"Yes","No","Yes","Yes"
6037291210,"Yes","No","Yes","No"
6037291220,"Yes","No","Yes","No"
6037291300,"Yes","No","No","No"
6037292000,"Yes","No","Yes","Yes"
6037293202,"Yes","No","Yes","Yes"
6019005406,"No","No","No","No"
6019005407,"No","No","No","No"
6019005605,"No","No","No",NA
6037402101,"Yes","No","Yes","No"
6019005606,"No","No","No","No"
6019005701,"No","No","Yes","No"
6019005702,"No","No","No","No"
6019005703,"No","No","No","No"
6037403407,"No","No","No","No"
6101050503,"No","No","No","No"
6101050504,"No","No","No","No"
6101050604,"No","No","No","No"
6025010400,"Yes","No","Yes","Yes"
6025010500,"Yes","No","Yes","No"
6025010700,"Yes","No","Yes","Yes"
6025011400,"Yes","No","Yes","Yes"
6037430600,"No","No","No","No"
6073017501,"No","No","No","No"
6073017502,"No","No","No","No"
6073017603,"No","No","No","No"
6073017701,"No","No","No","No"
6073017702,"No","No","No","No"
6071001803,"Yes","No","Yes","No"
6037293302,"No","No","Yes","No"
6037294110,"Yes","No","Yes","No"
6037294120,"Yes","No","Yes","Yes"
6037294200,"Yes","No","Yes","No"
6037294410,"Yes","No","Yes","Yes"
6037293301,"No","No","No","No"
6019005509,"No","No","No","No"
6019005508,"No","No","No","No"
6019005704,"No","No","Yes","No"
6019005801,"No","No","No","No"
6019005802,"No","No","No","No"
6047000202,"No","No","Yes","Yes"
6047000201,"Yes","No","Yes","Yes"
6047000401,"Yes","No","Yes","Yes"
6047000402,"No","No","No","No"
6047002401,"Yes","No","Yes","Yes"
6047002100,"Yes","No","Yes","Yes"
6019006000,"No","No","No","No"
6019006700,"Yes","No","No","No"
6043000102,"No","No","Yes","No"
6043000101,"No","No","Yes","No"
6043000301,"No","No","No","No"
6043000302,"No","No","No","No"
6037400800,"No","No","Yes",NA
6071001703,"No","No","No","No"
6037402102,"Yes","No","Yes","No"
6037402301,"Yes","No","Yes","Yes"
6073017808,"No","No","No","No"
6073017811,"No","No","No","No"
6073017900,"No","No","Yes","No"
6037406602,"No","No","No","No"
6037294620,"Yes","No","Yes","Yes"
6037294510,"Yes","No","Yes","Yes"
6037294820,"Yes","No","Yes","Yes"
6037294900,"Yes","No","Yes","Yes"
6037296210,"Yes","No","Yes","Yes"
6037296300,"No","No","No","No"
6037294610,"Yes","No","Yes","Yes"
6037460200,"No","No","No","No"
6037460301,"No","No","No","No"
6037460302,"No","No","No","No"
6033000501,"No","No","Yes","Yes"
6037400602,"No","No","Yes","Yes"
6037275302,"No","No","No","No"
6037275311,"No","No","No","No"
6037275400,"No","No","No","No"
6071001400,"Yes","No","Yes","Yes"
6065042406,"No","No","No","No"
6065042405,"Yes","No","Yes","Yes"
6113010701,"No","No","Yes","No"
6113010703,"No","No","Yes","No"
6113010704,"No","No","Yes","No"
6065043308,"No","No","Yes","Yes"
6065043309,"No","No","Yes","Yes"
6065043310,"No","No","Yes","Yes"
6065043311,"No","No","Yes","No"
6065043312,"No","No","Yes","Yes"
6065043313,"No","No","Yes","Yes"
6065044806,"No","No","Yes","No"
6001435601,"No","No","Yes","Yes"
6067008145,"No","No","No","No"
6067008203,"No","No","No","No"
6067008204,"No","No","No","No"
6065044911,"No","No","No","No"
6067008510,"No","No","No","No"
6113010800,"No","No","Yes","No"
6113010901,"No","No","Yes","No"
6067008206,"No","No","No","No"
6067008208,"No","No","No","No"
6067008209,"No","No","No","No"
6037231800,"Yes","No","Yes","Yes"
6037231900,"Yes","No","Yes","Yes"
6037232110,"Yes","No","Yes","Yes"
6065044915,"No","No","Yes","Yes"
6065044916,"No","No","Yes","No"
6065045502,"Yes","No","Yes","Yes"
6067007301,"Yes","No","Yes","Yes"
6067009325,"No","No","No",NA
6067009637,"No","No","No","No"
6067988300,"No","No","No",NA
6067007101,"No","No","No",NA
6067007105,"No","No","No","No"
6067008705,"No","No","No","No"
6067009326,"No","No","No","No"
6067009330,"No","No","No","No"
6067001101,"Yes","No","Yes","No"
6071009709,"No","No","Yes","Yes"
6071010012,"No","No","No","No"
6037232200,"Yes","No","Yes","Yes"
6067009611,"No","No","No","No"
6067009614,"No","No","No","No"
6067009615,"No","No","No","No"
6067009616,"No","No","No","No"
6071010010,"No","No","Yes","Yes"
6071010011,"Yes","No","Yes","Yes"
6071010016,"No","No","Yes","Yes"
6037242700,"Yes","No","Yes","Yes"
6037243000,"Yes","No","Yes","Yes"
6037242100,"Yes","No","Yes","Yes"
6037242200,"Yes","No","Yes","Yes"
6037243100,"Yes","No","Yes","Yes"
6037261200,"No","No","No","No"
6065041809,"No","No","No","No"
6065041810,"No","No","No","No"
6065041812,"No","No","No","No"
6065041813,"Yes","No","Yes","Yes"
6065042407,"No","No","No","No"
6065042408,"No","No","No","No"
6065042409,"Yes","No","No","No"
6065042410,"No","No","No","No"
6065042411,"No","No","No","No"
6001437701,"No","No","Yes","No"
6065043314,"No","No","Yes","No"
6065043315,"No","No","No","No"
6065043401,"Yes","No","Yes","Yes"
6065043403,"No","No","Yes","Yes"
6065043404,"No","No","Yes","Yes"
6053011202,"No","No","Yes","No"
6053013400,"No","No","No","No"
6053010101,"Yes","No","Yes","Yes"
6081601300,"No","No","Yes","No"
6065045703,"No","No","Yes","Yes"
6065045705,"No","No","Yes","Yes"
6053000104,"No","No","No","No"
6037311801,"Yes","No","Yes","No"
6053001300,"No","No","Yes","Yes"
6067008210,"No","No","No","No"
6067008211,"No","No","No","No"
6067008402,"No","No","No","No"
6067008403,"No","No","No","No"
6067008404,"No","No","No","No"
6067009612,"No","No","No","No"
6067009800,"No","No","Yes","No"
6073013314,"No","No","No","No"
6073013310,"No","No","No","No"
6073013313,"No","No","No","No"
6019000200,"Yes","No","Yes","Yes"
6067009112,"No","No","No","No"
6067009308,"No","No","No","No"
6065041905,"No","No","No","No"
6053001400,"No","No","No","No"
6067009617,"No","No","No","No"
6067009618,"No","No","No","No"
6081611400,"No","No","No","No"
6081609603,"No","No","No","No"
6081611900,"Yes","No","Yes","No"
6037534403,"Yes","No","Yes","Yes"
6065041906,"No","No","No","No"
6065042010,"Yes","No","Yes","Yes"
6065042505,"Yes","No","Yes","Yes"
6065042506,"Yes","No","No","Yes"
6103000100,"No","No","Yes","No"
6103000300,"No","No","Yes","Yes"
6103000400,"No","No","No","No"
6103000800,"No","No","Yes","No"
6081602300,"Yes","No","Yes","No"
6081609602,"No","No","No","No"
6081613000,"No","No","No","No"
6081613700,"No","No","No","No"
6081603000,"No","No","No","No"
6081604500,"No","No","No","No"
6081607600,"No","No","No","No"
6081611100,"No","No","No","No"
6081607000,"No","No","No","No"
6081604900,"No","No","No","No"
6081608004,"No","No","No","No"
6081610302,"No","No","Yes","No"
6081613400,"No","No","No","No"
6081602900,"No","No","No","No"
6081602800,"No","No","No","No"
6081603200,"No","No","No","No"
6065042507,"Yes","No","No","Yes"
6065042508,"Yes","No","Yes","Yes"
6065042510,"Yes","No","Yes","Yes"
6065043405,"Yes","No","Yes","Yes"
6065043503,"No","No","Yes","Yes"
6065043504,"No","No","No","Yes"
6065043506,"No","No","Yes","Yes"
6037531602,"Yes","No","Yes","Yes"
6037219700,"Yes","No","Yes","No"
6037221820,"Yes","No","Yes","Yes"
6037242000,"Yes","No","Yes","Yes"
6037264000,"No","No","No","No"
6037264301,"No","No","No","No"
6037264302,"No","No","No","No"
6065043507,"Yes","No","Yes","Yes"
6053000200,"No","No","Yes","No"
6053000300,"No","No","No","No"
6053000400,"No","No","Yes","No"
6103000600,"No","No","Yes","No"
6103001100,"No","No","Yes","No"
6103000700,"No","No","Yes","Yes"
6077004308,"Yes","No","Yes","Yes"
6077004403,"Yes","No","Yes","Yes"
6083000900,"No","No","Yes","No"
6083001000,"No","No","Yes","No"
6083001101,"No","No","Yes","No"
6083001102,"No","No","Yes","No"
6077005130,"Yes","No","No","No"
6077005206,"Yes","No","No","No"
6077005208,"No","No","No","No"
6113010608,"No","No","Yes","No"
6065045706,"Yes","No","Yes","Yes"
6053000800,"No","No","Yes","Yes"
6083000501,"No","No","No","No"
6083002010,"No","No","No","No"
6083001906,"No","No","No","No"
6083002809,"No","No","No","No"
6083002808,"No","No","No","No"
6083002403,"No","No","Yes","Yes"
6077002401,"Yes","No","Yes","Yes"
6083000103,"No","No","No","No"
6083001903,"No","No","No","No"
6083000502,"No","No","No","No"
6077004106,"No","No","No","No"
6083002907,"No","No","No","No"
6077004307,"No","No","No","No"
6083002006,"No","No","No","No"
6077004703,"No","No","No","No"
6077004704,"No","No","No","No"
6083002005,"No","No","No","No"
6083000600,"No","No","No","No"
6083001901,"No","No","No","No"
6083001800,"No","No","Yes",NA
6083000700,"No","No","No","No"
6083001500,"No","No","No","No"
6077002503,"Yes","No","Yes","Yes"
6083001203,"No","No","No","No"
6065031100,"No","No","No","No"
6065044702,"No","No","Yes","Yes"
6065040806,"No","No","No","No"
6081613501,"No","No","No","No"
6081609700,"No","No","No","No"
6081609500,"No","No","No","No"
6081604700,"No","No","No","No"
6081600300,"No","No","Yes","No"
6081609601,"No","No","No","No"
